observation_date,calendar_year,team_abbreviation,team_name,conference,team_strength_index,is_game_day,opponent_abbreviation,points_for,points_against,win_flag,point_differential
2023-05-14,2023,LAL,Los Angeles Lakers,Western,104.88,0,,,,,
2023-05-15,2023,BOS,Boston Celtics,Eastern,107.15,0,,,,,
2023-05-15,2023,MIA,Miami Heat,Eastern,101.88,1,BOS,107,118,0,-11
2023-05-15,2023,MIL,Milwaukee Bucks,Eastern,104.97,0,,,,,
2023-05-15,2023,DEN,Denver Nuggets,Western,109.89,0,,,,,
2023-05-15,2023,GSW,Golden State Warriors,Western,108.61,1,DEN,123,101,1,22
2023-05-15,2023,LAL,Los Angeles Lakers,Western,104.20,0,,,,,
2023-05-16,2023,BOS,Boston Celtics,Eastern,107.01,0,,,,,
2023-05-16,2023,MIA,Miami Heat,Eastern,102.50,0,,,,,
2023-05-16,2023,MIL,Milwaukee Bucks,Eastern,104.40,1,MIA,99,122,0,-23
2023-05-16,2023,DEN,Denver Nuggets,Western,109.30,0,,,,,
2023-05-16,2023,GSW,Golden State Warriors,Western,107.04,0,,,,,
2023-05-16,2023,LAL,Los Angeles Lakers,Western,103.16,1,GSW,118,127,0,-9
2023-05-17,2023,BOS,Boston Celtics,Eastern,108.33,1,MIA,122,96,1,26
2023-05-17,2023,MIA,Miami Heat,Eastern,102.48,0,,,,,
2023-05-17,2023,MIL,Milwaukee Bucks,Eastern,106.65,0,,,,,
2023-05-17,2023,DEN,Denver Nuggets,Western,111.15,1,GSW,117,100,1,17
2023-05-17,2023,GSW,Golden State Warriors,Western,107.40,0,,,,,
2023-05-17,2023,LAL,Los Angeles Lakers,Western,103.99,0,,,,,
2023-05-18,2023,BOS,Boston Celtics,Eastern,107.51,0,,,,,
2023-05-18,2023,MIA,Miami Heat,Eastern,102.45,1,MIL,122,125,0,-3
2023-05-18,2023,MIL,Milwaukee Bucks,Eastern,105.16,0,,,,,
2023-05-18,2023,DEN,Denver Nuggets,Western,110.22,0,,,,,
2023-05-18,2023,GSW,Golden State Warriors,Western,109.18,1,LAL,126,110,1,16
2023-05-18,2023,LAL,Los Angeles Lakers,Western,104.86,0,,,,,
2023-05-19,2023,BOS,Boston Celtics,Eastern,106.89,0,,,,,
2023-05-19,2023,MIA,Miami Heat,Eastern,103.46,0,,,,,
2023-05-19,2023,MIL,Milwaukee Bucks,Eastern,108.14,1,DEN,116,96,1,20
2023-05-19,2023,DEN,Denver Nuggets,Western,110.68,0,,,,,
2023-05-19,2023,GSW,Golden State Warriors,Western,107.12,0,,,,,
2023-05-19,2023,LAL,Los Angeles Lakers,Western,106.53,1,BOS,129,109,1,20
2023-05-20,2023,BOS,Boston Celtics,Eastern,107.78,1,MIA,112,111,1,1
2023-05-20,2023,MIA,Miami Heat,Eastern,102.49,0,,,,,
2023-05-20,2023,MIL,Milwaukee Bucks,Eastern,106.19,0,,,,,
2023-05-20,2023,DEN,Denver Nuggets,Western,110.91,1,GSW,104,98,1,6
2023-05-20,2023,GSW,Golden State Warriors,Western,107.43,0,,,,,
2023-05-20,2023,LAL,Los Angeles Lakers,Western,104.02,0,,,,,
2023-05-21,2023,BOS,Boston Celtics,Eastern,106.33,0,,,,,
2023-05-21,2023,MIA,Miami Heat,Eastern,103.83,1,MIL,129,112,1,17
2023-05-21,2023,MIL,Milwaukee Bucks,Eastern,105.54,0,,,,,
2023-05-21,2023,DEN,Denver Nuggets,Western,110.83,0,,,,,
2023-05-21,2023,GSW,Golden State Warriors,Western,107.59,1,LAL,99,103,0,-4
2023-05-21,2023,LAL,Los Angeles Lakers,Western,104.55,0,,,,,
2023-05-22,2023,BOS,Boston Celtics,Eastern,107.48,0,,,,,
2023-05-22,2023,MIA,Miami Heat,Eastern,103.08,0,,,,,
2023-05-22,2023,MIL,Milwaukee Bucks,Eastern,106.59,1,DEN,119,113,1,6
2023-05-22,2023,DEN,Denver Nuggets,Western,111.11,0,,,,,
2023-05-22,2023,GSW,Golden State Warriors,Western,107.81,0,,,,,
2023-05-22,2023,LAL,Los Angeles Lakers,Western,104.87,1,BOS,128,117,1,11
2023-05-23,2023,BOS,Boston Celtics,Eastern,105.31,1,MIL,110,120,0,-10
2023-05-23,2023,MIA,Miami Heat,Eastern,102.72,0,,,,,
2023-05-23,2023,MIL,Milwaukee Bucks,Eastern,105.83,0,,,,,
2023-05-23,2023,DEN,Denver Nuggets,Western,110.35,1,LAL,111,108,1,3
2023-05-23,2023,GSW,Golden State Warriors,Western,107.29,0,,,,,
2023-05-23,2023,LAL,Los Angeles Lakers,Western,104.49,0,,,,,
2023-05-24,2023,BOS,Boston Celtics,Eastern,107.54,0,,,,,
2023-05-24,2023,MIA,Miami Heat,Eastern,102.95,1,DEN,102,100,1,2
2023-05-24,2023,MIL,Milwaukee Bucks,Eastern,105.59,0,,,,,
2023-05-24,2023,DEN,Denver Nuggets,Western,110.18,0,,,,,
2023-05-24,2023,GSW,Golden State Warriors,Western,108.58,1,BOS,108,98,1,10
2023-05-24,2023,LAL,Los Angeles Lakers,Western,103.55,0,,,,,
2023-05-25,2023,BOS,Boston Celtics,Eastern,107.48,0,,,,,
2023-05-25,2023,MIA,Miami Heat,Eastern,102.29,0,,,,,
2023-05-25,2023,MIL,Milwaukee Bucks,Eastern,106.56,1,GSW,128,129,0,-1
2023-05-25,2023,DEN,Denver Nuggets,Western,110.45,0,,,,,
2023-05-25,2023,GSW,Golden State Warriors,Western,107.69,0,,,,,
2023-05-25,2023,LAL,Los Angeles Lakers,Western,105.43,1,MIA,127,101,1,26
2023-05-26,2023,BOS,Boston Celtics,Eastern,106.61,1,DEN,108,113,0,-5
2023-05-26,2023,MIA,Miami Heat,Eastern,101.91,0,,,,,
2023-05-26,2023,MIL,Milwaukee Bucks,Eastern,105.60,0,,,,,
2023-05-26,2023,DEN,Denver Nuggets,Western,110.89,1,BOS,111,114,0,-3
2023-05-26,2023,GSW,Golden State Warriors,Western,106.82,0,,,,,
2023-05-26,2023,LAL,Los Angeles Lakers,Western,103.58,0,,,,,
2023-05-27,2023,BOS,Boston Celtics,Eastern,106.29,0,,,,,
2023-05-27,2023,MIA,Miami Heat,Eastern,102.24,1,GSW,108,110,0,-2
2023-05-27,2023,MIL,Milwaukee Bucks,Eastern,105.68,0,,,,,
2023-05-27,2023,DEN,Denver Nuggets,Western,110.13,0,,,,,
2023-05-27,2023,GSW,Golden State Warriors,Western,106.71,1,MIA,100,103,0,-3
2023-05-27,2023,LAL,Los Angeles Lakers,Western,103.87,0,,,,,
2023-05-28,2023,BOS,Boston Celtics,Eastern,106.89,0,,,,,
2023-05-28,2023,MIA,Miami Heat,Eastern,102.64,0,,,,,
2023-05-28,2023,MIL,Milwaukee Bucks,Eastern,105.78,1,LAL,110,124,0,-14
2023-05-28,2023,DEN,Denver Nuggets,Western,110.94,0,,,,,
2023-05-28,2023,GSW,Golden State Warriors,Western,106.67,0,,,,,
2023-05-28,2023,LAL,Los Angeles Lakers,Western,105.17,1,MIL,105,97,1,8
2023-05-29,2023,BOS,Boston Celtics,Eastern,107.16,1,GSW,131,123,1,8
2023-05-29,2023,MIA,Miami Heat,Eastern,103.26,0,,,,,
2023-05-29,2023,MIL,Milwaukee Bucks,Eastern,106.83,0,,,,,
2023-05-29,2023,DEN,Denver Nuggets,Western,110.81,1,MIA,108,115,0,-7
2023-05-29,2023,GSW,Golden State Warriors,Western,107.36,0,,,,,
2023-05-29,2023,LAL,Los Angeles Lakers,Western,103.67,0,,,,,
2023-05-30,2023,BOS,Boston Celtics,Eastern,106.89,0,,,,,
2023-05-30,2023,MIA,Miami Heat,Eastern,103.01,1,LAL,121,127,0,-6
2023-05-30,2023,MIL,Milwaukee Bucks,Eastern,106.49,0,,,,,
2023-05-30,2023,DEN,Denver Nuggets,Western,111.65,0,,,,,
2023-05-30,2023,GSW,Golden State Warriors,Western,107.30,1,MIL,127,123,1,4
2023-05-30,2023,LAL,Los Angeles Lakers,Western,104.37,0,,,,,
2023-05-31,2023,BOS,Boston Celtics,Eastern,106.24,0,,,,,
2023-05-31,2023,MIA,Miami Heat,Eastern,103.64,0,,,,,
2023-05-31,2023,MIL,Milwaukee Bucks,Eastern,106.68,1,BOS,103,112,0,-9
2023-05-31,2023,DEN,Denver Nuggets,Western,111.67,0,,,,,
2023-05-31,2023,GSW,Golden State Warriors,Western,107.22,0,,,,,
2023-05-31,2023,LAL,Los Angeles Lakers,Western,101.99,1,DEN,98,121,0,-23
2023-06-01,2023,BOS,Boston Celtics,Eastern,107.20,1,LAL,114,111,1,3
2023-06-01,2023,MIA,Miami Heat,Eastern,103.54,0,,,,,
2023-06-01,2023,MIL,Milwaukee Bucks,Eastern,107.35,0,,,,,
2023-06-01,2023,DEN,Denver Nuggets,Western,112.93,1,MIL,131,110,1,21
2023-06-01,2023,GSW,Golden State Warriors,Western,107.38,0,,,,,
2023-06-01,2023,LAL,Los Angeles Lakers,Western,103.08,0,,,,,
2023-06-02,2023,BOS,Boston Celtics,Eastern,105.78,0,,,,,
2023-06-02,2023,MIA,Miami Heat,Eastern,102.93,1,BOS,104,105,0,-1
2023-06-02,2023,MIL,Milwaukee Bucks,Eastern,106.80,0,,,,,
2023-06-02,2023,DEN,Denver Nuggets,Western,110.86,0,,,,,
2023-06-02,2023,GSW,Golden State Warriors,Western,106.71,1,DEN,120,125,0,-5
2023-06-02,2023,LAL,Los Angeles Lakers,Western,103.95,0,,,,,
2023-06-03,2023,BOS,Boston Celtics,Eastern,106.71,0,,,,,
2023-06-03,2023,MIA,Miami Heat,Eastern,102.30,0,,,,,
2023-06-03,2023,MIL,Milwaukee Bucks,Eastern,106.51,1,MIA,104,123,0,-19
2023-06-03,2023,DEN,Denver Nuggets,Western,112.27,0,,,,,
2023-06-03,2023,GSW,Golden State Warriors,Western,106.54,0,,,,,
2023-06-03,2023,LAL,Los Angeles Lakers,Western,101.34,1,GSW,105,124,0,-19
2023-06-04,2023,BOS,Boston Celtics,Eastern,105.42,1,MIA,99,111,0,-12
2023-06-04,2023,MIA,Miami Heat,Eastern,103.67,0,,,,,
2023-06-04,2023,MIL,Milwaukee Bucks,Eastern,107.18,0,,,,,
2023-06-04,2023,DEN,Denver Nuggets,Western,109.32,1,GSW,102,127,0,-25
2023-06-04,2023,GSW,Golden State Warriors,Western,107.09,0,,,,,
2023-06-04,2023,LAL,Los Angeles Lakers,Western,103.08,0,,,,,
2023-06-05,2023,BOS,Boston Celtics,Eastern,105.84,0,,,,,
2023-06-05,2023,MIA,Miami Heat,Eastern,102.68,1,MIL,111,110,1,1
2023-06-05,2023,MIL,Milwaukee Bucks,Eastern,107.58,0,,,,,
2023-06-05,2023,DEN,Denver Nuggets,Western,112.31,0,,,,,
2023-06-05,2023,GSW,Golden State Warriors,Western,107.63,1,LAL,116,103,1,13
2023-06-05,2023,LAL,Los Angeles Lakers,Western,102.51,0,,,,,
2023-06-06,2023,BOS,Boston Celtics,Eastern,106.27,0,,,,,
2023-06-06,2023,MIA,Miami Heat,Eastern,103.99,0,,,,,
2023-06-06,2023,MIL,Milwaukee Bucks,Eastern,108.93,1,DEN,120,110,1,10
2023-06-06,2023,DEN,Denver Nuggets,Western,111.20,0,,,,,
2023-06-06,2023,GSW,Golden State Warriors,Western,106.86,0,,,,,
2023-06-06,2023,LAL,Los Angeles Lakers,Western,104.53,1,BOS,131,96,1,35
2023-06-07,2023,BOS,Boston Celtics,Eastern,104.14,1,MIA,109,128,0,-19
2023-06-07,2023,MIA,Miami Heat,Eastern,103.49,0,,,,,
2023-06-07,2023,MIL,Milwaukee Bucks,Eastern,107.86,0,,,,,
2023-06-07,2023,DEN,Denver Nuggets,Western,111.58,1,GSW,106,116,0,-10
2023-06-07,2023,GSW,Golden State Warriors,Western,106.77,0,,,,,
2023-06-07,2023,LAL,Los Angeles Lakers,Western,101.55,0,,,,,
2023-06-08,2023,BOS,Boston Celtics,Eastern,106.26,0,,,,,
2023-06-08,2023,MIA,Miami Heat,Eastern,105.04,1,MIL,127,105,1,22
2023-06-08,2023,MIL,Milwaukee Bucks,Eastern,107.28,0,,,,,
2023-06-08,2023,DEN,Denver Nuggets,Western,111.28,0,,,,,
2023-06-08,2023,GSW,Golden State Warriors,Western,108.33,1,LAL,127,110,1,17
2023-06-08,2023,LAL,Los Angeles Lakers,Western,102.96,0,,,,,
2023-06-09,2023,BOS,Boston Celtics,Eastern,106.73,0,,,,,
2023-06-09,2023,MIA,Miami Heat,Eastern,104.33,0,,,,,
2023-06-09,2023,MIL,Milwaukee Bucks,Eastern,108.82,1,DEN,113,106,1,7
2023-06-09,2023,DEN,Denver Nuggets,Western,111.61,0,,,,,
2023-06-09,2023,GSW,Golden State Warriors,Western,107.35,0,,,,,
2023-06-09,2023,LAL,Los Angeles Lakers,Western,102.09,1,BOS,98,101,0,-3
2023-06-10,2023,BOS,Boston Celtics,Eastern,105.61,1,MIL,108,116,0,-8
2023-06-10,2023,MIA,Miami Heat,Eastern,104.06,0,,,,,
2023-06-10,2023,MIL,Milwaukee Bucks,Eastern,107.62,0,,,,,
2023-06-10,2023,DEN,Denver Nuggets,Western,111.90,1,LAL,123,126,0,-3
2023-06-10,2023,GSW,Golden State Warriors,Western,106.89,0,,,,,
2023-06-10,2023,LAL,Los Angeles Lakers,Western,101.21,0,,,,,
2023-06-11,2023,BOS,Boston Celtics,Eastern,105.73,0,,,,,
2023-06-11,2023,MIA,Miami Heat,Eastern,104.00,1,DEN,100,102,0,-2
2023-06-11,2023,MIL,Milwaukee Bucks,Eastern,107.47,0,,,,,
2023-06-11,2023,DEN,Denver Nuggets,Western,112.08,0,,,,,
2023-06-11,2023,GSW,Golden State Warriors,Western,106.59,1,BOS,108,112,0,-4
2023-06-11,2023,LAL,Los Angeles Lakers,Western,101.52,0,,,,,
2023-06-12,2023,BOS,Boston Celtics,Eastern,107.06,0,,,,,
2023-06-12,2023,MIA,Miami Heat,Eastern,104.81,0,,,,,
2023-06-12,2023,MIL,Milwaukee Bucks,Eastern,108.11,1,GSW,98,104,0,-6
2023-06-12,2023,DEN,Denver Nuggets,Western,111.71,0,,,,,
2023-06-12,2023,GSW,Golden State Warriors,Western,106.96,0,,,,,
2023-06-12,2023,LAL,Los Angeles Lakers,Western,101.43,1,MIA,105,96,1,9
2023-06-13,2023,BOS,Boston Celtics,Eastern,107.85,1,DEN,125,117,1,8
2023-06-13,2023,MIA,Miami Heat,Eastern,103.56,0,,,,,
2023-06-13,2023,MIL,Milwaukee Bucks,Eastern,108.90,0,,,,,
2023-06-13,2023,DEN,Denver Nuggets,Western,112.34,1,BOS,102,106,0,-4
2023-06-13,2023,GSW,Golden State Warriors,Western,106.25,0,,,,,
2023-06-13,2023,LAL,Los Angeles Lakers,Western,100.91,0,,,,,
2023-06-14,2023,BOS,Boston Celtics,Eastern,106.66,0,,,,,
2023-06-14,2023,MIA,Miami Heat,Eastern,104.53,1,GSW,103,102,1,1
2023-06-14,2023,MIL,Milwaukee Bucks,Eastern,109.41,0,,,,,
2023-06-14,2023,DEN,Denver Nuggets,Western,111.66,0,,,,,
2023-06-14,2023,GSW,Golden State Warriors,Western,104.93,1,MIA,117,123,0,-6
2023-06-14,2023,LAL,Los Angeles Lakers,Western,101.59,0,,,,,
2023-06-15,2023,BOS,Boston Celtics,Eastern,106.60,0,,,,,
2023-06-15,2023,MIA,Miami Heat,Eastern,104.06,0,,,,,
2023-06-15,2023,MIL,Milwaukee Bucks,Eastern,109.46,1,LAL,108,106,1,2
2023-06-15,2023,DEN,Denver Nuggets,Western,112.36,0,,,,,
2023-06-15,2023,GSW,Golden State Warriors,Western,105.97,0,,,,,
2023-06-15,2023,LAL,Los Angeles Lakers,Western,103.08,1,MIL,125,108,1,17
2023-06-16,2023,BOS,Boston Celtics,Eastern,107.87,1,GSW,131,126,1,5
2023-06-16,2023,MIA,Miami Heat,Eastern,104.89,0,,,,,
2023-06-16,2023,MIL,Milwaukee Bucks,Eastern,108.82,0,,,,,
2023-06-16,2023,DEN,Denver Nuggets,Western,110.91,1,MIA,110,119,0,-9
2023-06-16,2023,GSW,Golden State Warriors,Western,105.64,0,,,,,
2023-06-16,2023,LAL,Los Angeles Lakers,Western,101.12,0,,,,,
2023-06-17,2023,BOS,Boston Celtics,Eastern,106.49,0,,,,,
2023-06-17,2023,MIA,Miami Heat,Eastern,105.91,1,LAL,127,119,1,8
2023-06-17,2023,MIL,Milwaukee Bucks,Eastern,108.72,0,,,,,
2023-06-17,2023,DEN,Denver Nuggets,Western,112.57,0,,,,,
2023-06-17,2023,GSW,Golden State Warriors,Western,106.20,1,MIL,109,104,1,5
2023-06-17,2023,LAL,Los Angeles Lakers,Western,100.55,0,,,,,
2023-06-18,2023,BOS,Boston Celtics,Eastern,106.59,0,,,,,
2023-06-18,2023,MIA,Miami Heat,Eastern,104.57,0,,,,,
2023-06-18,2023,MIL,Milwaukee Bucks,Eastern,107.53,1,BOS,103,123,0,-20
2023-06-18,2023,DEN,Denver Nuggets,Western,110.95,0,,,,,
2023-06-18,2023,GSW,Golden State Warriors,Western,104.79,0,,,,,
2023-06-18,2023,LAL,Los Angeles Lakers,Western,99.29,1,DEN,108,117,0,-9
2023-06-19,2023,BOS,Boston Celtics,Eastern,108.89,1,LAL,128,101,1,27
2023-06-19,2023,MIA,Miami Heat,Eastern,104.49,0,,,,,
2023-06-19,2023,MIL,Milwaukee Bucks,Eastern,109.96,0,,,,,
2023-06-19,2023,DEN,Denver Nuggets,Western,110.90,1,MIL,123,125,0,-2
2023-06-19,2023,GSW,Golden State Warriors,Western,104.68,0,,,,,
2023-06-19,2023,LAL,Los Angeles Lakers,Western,100.08,0,,,,,
2023-06-20,2023,BOS,Boston Celtics,Eastern,107.15,0,,,,,
2023-06-20,2023,MIA,Miami Heat,Eastern,105.21,1,BOS,100,96,1,4
2023-06-20,2023,MIL,Milwaukee Bucks,Eastern,109.95,0,,,,,
2023-06-20,2023,DEN,Denver Nuggets,Western,111.97,0,,,,,
2023-06-20,2023,GSW,Golden State Warriors,Western,105.61,1,DEN,122,108,1,14
2023-06-20,2023,LAL,Los Angeles Lakers,Western,101.04,0,,,,,
2023-06-21,2023,BOS,Boston Celtics,Eastern,107.00,0,,,,,
2023-06-21,2023,MIA,Miami Heat,Eastern,104.55,0,,,,,
2023-06-21,2023,MIL,Milwaukee Bucks,Eastern,108.88,1,MIA,102,96,1,6
2023-06-21,2023,DEN,Denver Nuggets,Western,110.75,0,,,,,
2023-06-21,2023,GSW,Golden State Warriors,Western,104.86,0,,,,,
2023-06-21,2023,LAL,Los Angeles Lakers,Western,101.71,1,GSW,111,99,1,12
2023-06-22,2023,BOS,Boston Celtics,Eastern,108.22,1,MIA,111,97,1,14
2023-06-22,2023,MIA,Miami Heat,Eastern,105.84,0,,,,,
2023-06-22,2023,MIL,Milwaukee Bucks,Eastern,110.17,0,,,,,
2023-06-22,2023,DEN,Denver Nuggets,Western,110.09,1,GSW,114,129,0,-15
2023-06-22,2023,GSW,Golden State Warriors,Western,104.63,0,,,,,
2023-06-22,2023,LAL,Los Angeles Lakers,Western,100.25,0,,,,,
2023-06-23,2023,BOS,Boston Celtics,Eastern,107.13,0,,,,,
2023-06-23,2023,MIA,Miami Heat,Eastern,107.26,1,MIL,131,114,1,17
2023-06-23,2023,MIL,Milwaukee Bucks,Eastern,110.06,0,,,,,
2023-06-23,2023,DEN,Denver Nuggets,Western,111.83,0,,,,,
2023-06-23,2023,GSW,Golden State Warriors,Western,103.11,1,LAL,101,122,0,-21
2023-06-23,2023,LAL,Los Angeles Lakers,Western,99.82,0,,,,,
2023-06-24,2023,BOS,Boston Celtics,Eastern,107.25,0,,,,,
2023-06-24,2023,MIA,Miami Heat,Eastern,106.30,0,,,,,
2023-06-24,2023,MIL,Milwaukee Bucks,Eastern,109.65,1,DEN,101,104,0,-3
2023-06-24,2023,DEN,Denver Nuggets,Western,110.89,0,,,,,
2023-06-24,2023,GSW,Golden State Warriors,Western,104.07,0,,,,,
2023-06-24,2023,LAL,Los Angeles Lakers,Western,100.18,1,BOS,120,126,0,-6
2023-06-25,2023,BOS,Boston Celtics,Eastern,107.80,1,MIA,109,115,0,-6
2023-06-25,2023,MIA,Miami Heat,Eastern,106.16,0,,,,,
2023-06-25,2023,MIL,Milwaukee Bucks,Eastern,110.02,0,,,,,
2023-06-25,2023,DEN,Denver Nuggets,Western,113.33,1,GSW,120,103,1,17
2023-06-25,2023,GSW,Golden State Warriors,Western,103.92,0,,,,,
2023-06-25,2023,LAL,Los Angeles Lakers,Western,99.08,0,,,,,
2023-06-26,2023,BOS,Boston Celtics,Eastern,107.61,0,,,,,
2023-06-26,2023,MIA,Miami Heat,Eastern,104.59,1,MIL,99,125,0,-26
2023-06-26,2023,MIL,Milwaukee Bucks,Eastern,109.44,0,,,,,
2023-06-26,2023,DEN,Denver Nuggets,Western,111.19,0,,,,,
2023-06-26,2023,GSW,Golden State Warriors,Western,103.14,1,LAL,119,126,0,-7
2023-06-26,2023,LAL,Los Angeles Lakers,Western,99.67,0,,,,,
2023-06-27,2023,BOS,Boston Celtics,Eastern,107.73,0,,,,,
2023-06-27,2023,MIA,Miami Heat,Eastern,107.11,0,,,,,
2023-06-27,2023,MIL,Milwaukee Bucks,Eastern,108.90,1,DEN,103,113,0,-10
2023-06-27,2023,DEN,Denver Nuggets,Western,111.70,0,,,,,
2023-06-27,2023,GSW,Golden State Warriors,Western,104.01,0,,,,,
2023-06-27,2023,LAL,Los Angeles Lakers,Western,98.92,1,BOS,114,129,0,-15
2023-06-28,2023,BOS,Boston Celtics,Eastern,107.06,1,MIL,100,119,0,-19
2023-06-28,2023,MIA,Miami Heat,Eastern,106.14,0,,,,,
2023-06-28,2023,MIL,Milwaukee Bucks,Eastern,110.11,0,,,,,
2023-06-28,2023,DEN,Denver Nuggets,Western,111.47,1,LAL,123,119,1,4
2023-06-28,2023,GSW,Golden State Warriors,Western,103.33,0,,,,,
2023-06-28,2023,LAL,Los Angeles Lakers,Western,98.61,0,,,,,
2023-06-29,2023,BOS,Boston Celtics,Eastern,107.60,0,,,,,
2023-06-29,2023,MIA,Miami Heat,Eastern,107.92,1,DEN,106,100,1,6
2023-06-29,2023,MIL,Milwaukee Bucks,Eastern,109.41,0,,,,,
2023-06-29,2023,DEN,Denver Nuggets,Western,110.32,0,,,,,
2023-06-29,2023,GSW,Golden State Warriors,Western,104.71,1,BOS,120,98,1,22
2023-06-29,2023,LAL,Los Angeles Lakers,Western,99.99,0,,,,,
2023-06-30,2023,BOS,Boston Celtics,Eastern,108.89,0,,,,,
2023-06-30,2023,MIA,Miami Heat,Eastern,106.89,0,,,,,
2023-06-30,2023,MIL,Milwaukee Bucks,Eastern,108.40,1,GSW,106,118,0,-12
2023-06-30,2023,DEN,Denver Nuggets,Western,110.00,0,,,,,
2023-06-30,2023,GSW,Golden State Warriors,Western,102.69,0,,,,,
2023-06-30,2023,LAL,Los Angeles Lakers,Western,99.25,1,MIA,129,120,1,9
2023-07-01,2023,BOS,Boston Celtics,Eastern,108.20,0,,,,,
2023-07-01,2023,MIA,Miami Heat,Eastern,107.06,0,,,,,
2023-07-01,2023,MIL,Milwaukee Bucks,Eastern,110.44,0,,,,,
2023-07-01,2023,DEN,Denver Nuggets,Western,111.12,0,,,,,
2023-07-01,2023,GSW,Golden State Warriors,Western,104.02,0,,,,,
2023-07-01,2023,LAL,Los Angeles Lakers,Western,99.10,0,,,,,
2023-07-02,2023,BOS,Boston Celtics,Eastern,108.60,0,,,,,
2023-07-02,2023,MIA,Miami Heat,Eastern,106.23,0,,,,,
2023-07-02,2023,MIL,Milwaukee Bucks,Eastern,109.63,0,,,,,
2023-07-02,2023,DEN,Denver Nuggets,Western,109.63,0,,,,,
2023-07-02,2023,GSW,Golden State Warriors,Western,103.22,0,,,,,
2023-07-02,2023,LAL,Los Angeles Lakers,Western,99.41,0,,,,,
2023-07-03,2023,BOS,Boston Celtics,Eastern,109.50,0,,,,,
2023-07-03,2023,MIA,Miami Heat,Eastern,106.76,0,,,,,
2023-07-03,2023,MIL,Milwaukee Bucks,Eastern,108.76,0,,,,,
2023-07-03,2023,DEN,Denver Nuggets,Western,109.26,0,,,,,
2023-07-03,2023,GSW,Golden State Warriors,Western,102.78,0,,,,,
2023-07-03,2023,LAL,Los Angeles Lakers,Western,98.52,0,,,,,
2023-07-04,2023,BOS,Boston Celtics,Eastern,110.12,0,,,,,
2023-07-04,2023,MIA,Miami Heat,Eastern,106.53,0,,,,,
2023-07-04,2023,MIL,Milwaukee Bucks,Eastern,108.66,0,,,,,
2023-07-04,2023,DEN,Denver Nuggets,Western,109.71,0,,,,,
2023-07-04,2023,GSW,Golden State Warriors,Western,103.41,0,,,,,
2023-07-04,2023,LAL,Los Angeles Lakers,Western,99.22,0,,,,,
2023-07-05,2023,BOS,Boston Celtics,Eastern,109.78,0,,,,,
2023-07-05,2023,MIA,Miami Heat,Eastern,107.84,0,,,,,
2023-07-05,2023,MIL,Milwaukee Bucks,Eastern,110.35,0,,,,,
2023-07-05,2023,DEN,Denver Nuggets,Western,109.66,0,,,,,
2023-07-05,2023,GSW,Golden State Warriors,Western,102.43,0,,,,,
2023-07-05,2023,LAL,Los Angeles Lakers,Western,99.64,0,,,,,
2023-07-06,2023,BOS,Boston Celtics,Eastern,110.48,0,,,,,
2023-07-06,2023,MIA,Miami Heat,Eastern,107.62,0,,,,,
2023-07-06,2023,MIL,Milwaukee Bucks,Eastern,110.29,0,,,,,
2023-07-06,2023,DEN,Denver Nuggets,Western,108.98,0,,,,,
2023-07-06,2023,GSW,Golden State Warriors,Western,103.29,0,,,,,
2023-07-06,2023,LAL,Los Angeles Lakers,Western,99.32,0,,,,,
2023-07-07,2023,BOS,Boston Celtics,Eastern,110.56,0,,,,,
2023-07-07,2023,MIA,Miami Heat,Eastern,108.24,0,,,,,
2023-07-07,2023,MIL,Milwaukee Bucks,Eastern,109.82,0,,,,,
2023-07-07,2023,DEN,Denver Nuggets,Western,108.83,0,,,,,
2023-07-07,2023,GSW,Golden State Warriors,Western,102.04,0,,,,,
2023-07-07,2023,LAL,Los Angeles Lakers,Western,99.24,0,,,,,
2023-07-08,2023,BOS,Boston Celtics,Eastern,110.35,0,,,,,
2023-07-08,2023,MIA,Miami Heat,Eastern,107.63,0,,,,,
2023-07-08,2023,MIL,Milwaukee Bucks,Eastern,109.62,0,,,,,
2023-07-08,2023,DEN,Denver Nuggets,Western,109.05,0,,,,,
2023-07-08,2023,GSW,Golden State Warriors,Western,102.28,0,,,,,
2023-07-08,2023,LAL,Los Angeles Lakers,Western,98.23,0,,,,,
2023-07-09,2023,BOS,Boston Celtics,Eastern,110.30,0,,,,,
2023-07-09,2023,MIA,Miami Heat,Eastern,108.56,0,,,,,
2023-07-09,2023,MIL,Milwaukee Bucks,Eastern,109.95,0,,,,,
2023-07-09,2023,DEN,Denver Nuggets,Western,108.20,0,,,,,
2023-07-09,2023,GSW,Golden State Warriors,Western,102.79,0,,,,,
2023-07-09,2023,LAL,Los Angeles Lakers,Western,98.18,0,,,,,
2023-07-10,2023,BOS,Boston Celtics,Eastern,110.43,0,,,,,
2023-07-10,2023,MIA,Miami Heat,Eastern,108.28,0,,,,,
2023-07-10,2023,MIL,Milwaukee Bucks,Eastern,108.26,0,,,,,
2023-07-10,2023,DEN,Denver Nuggets,Western,109.20,0,,,,,
2023-07-10,2023,GSW,Golden State Warriors,Western,101.96,0,,,,,
2023-07-10,2023,LAL,Los Angeles Lakers,Western,99.56,0,,,,,
2023-07-11,2023,BOS,Boston Celtics,Eastern,109.95,0,,,,,
2023-07-11,2023,MIA,Miami Heat,Eastern,108.36,0,,,,,
2023-07-11,2023,MIL,Milwaukee Bucks,Eastern,108.66,0,,,,,
